0,1,2,3,4,5,6,7,8,9
,"1a827e9fa4ae7b6b902434a87d8b25a8a0c2e14d9836ecca98c084a4de08465c
",13457184,2021-09-28 17:31:00 +0000 UTC,3 months ago,io1p2leascsqxdjaq8s9yn3cvvrh9m365wnl8r8yr,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
,"75e1b4423e2eeb79e07eef3bd3ae423aa48c5fe6950f5b14b8d375239107510e
",13448117,2021-09-28 04:54:55 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.027877
,"0718209f26ab9eb81fc8a4109bcf6430ea175d723204e42b95f4e6f407e2be39
",13442066,2021-09-27 20:30:40 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.257434
,"8016544e4b9164b0859cb5b88b650c290008d0f8d5a85cef3d4e2af3041946d8
",13441359,2021-09-27 19:31:45 +0000 UTC,3 months ago,io1zwktr7lyqefmsnwglcpc4w77944y75pyc4xpu7,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.281413
,"697b5125c54000d44bbb9c0a7b38bad12185f07ee0f4068fd5401eba60ff327d
",13439882,2021-09-27 17:28:35 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.027877
,"1390ea0ff6a60180e95330eafd1cce271209e7d76478ee886861b825ea5ce24c
",13439854,2021-09-27 17:26:15 +0000 UTC,3 months ago,io1yrn2e4aenc02xgclv9749qpdda63ppx8gsduz9,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,256.25 IOTX,0.186128
,"64ae525539076c551a59019f4769153892cc09f8317a324e82ec165e60406946
",13439758,2021-09-27 17:18:15 +0000 UTC,3 months ago,io1zwktr7lyqefmsnwglcpc4w77944y75pyc4xpu7,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,117.564422 IOTX,0.204446
,"d810b3cf0b839e09559bcb952ebe730f4c5d023ccd9a7e06ab4567de2f8c0051
",13439704,2021-09-27 17:13:45 +0000 UTC,3 months ago,io1yrn2e4aenc02xgclv9749qpdda63ppx8gsduz9,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,256.25 IOTX,0.186128
,"0473ac5ffc66b2bf0efedb68853e13a98d6ff8dac37239ec237d2a2b693d4f20
",13439630,2021-09-27 17:07:35 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,102.5 IOTX,0.186269
,"f5d2fdbb5af0637c334648efacc917acc4acf641d449c40e8c342abcb06e352b
",13439617,2021-09-27 17:06:30 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,51.25 IOTX,0.186269
,"c0c6da21d81a46f6415c98e9f5ee502f05ee76b48c1b98dd9646214cbf29e971
",13439592,2021-09-27 17:04:25 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.28316
,"495faff6ac7163694809ecfe123e5eed199b117357fc35f7caca78b43070da8f
",13439575,2021-09-27 17:03:00 +0000 UTC,3 months ago,io1mjsrqx38tgrfgzrfegdx6mzs5c6urmwx5lvul3,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,10.25 IOTX,0.186269
,"11bbed41c189b826d9227948b685a27933b56c8bf1d2fef9e8dde5be875980fb
",13439484,2021-09-27 16:55:25 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.027877
,"4a9e350135bb36180efacfc64df1b04fd024fe321dfa8de1a95e2cf0d11e9b11
",13439381,2021-09-27 16:46:50 +0000 UTC,3 months ago,io1leaukdnk42lf56eeev3l8f06g8hd0tgmep8z96,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.318748
,"bd3d92b1ac7190c4952a9f85faf918db7f695f84149ff1082b68d2434dffc3b4
",13438749,2021-09-27 15:54:10 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.28316
,"6885997f892c3c0adf5f60e70aa415c688162263f99221f97ee1bc6be362738c
",13437985,2021-09-27 14:50:30 +0000 UTC,3 months ago,io1ewsvs36knr9spfa3a85dl3xydt2ypm9fxv4rjm,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.28316
,"d255d8d98bed71ab7e7a63e7bc717848c169ba48f52f7b6c955ae46fc436506f
",13435509,2021-09-27 11:24:10 +0000 UTC,3 months ago,io1mjsrqx38tgrfgzrfegdx6mzs5c6urmwx5lvul3,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
