0,1,2,3,4,5,6,7,8,9
,"c22305af80f4e3efb9785a93b53e639e3b6307794c9b55b4e2c47d4d3562d820
",14228255,2021-11-12 10:50:35 +0000 UTC,one month ago,io1hpdsx8cuzewx004xudcy5d38g25kx7kwr4p0tp,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,10.25 IOTX,0.186269
,"2f3725779d429ab76b05b94e46c6d685380ffa8bb239348bf502d2343ddad82f
",14227039,2021-11-12 09:09:15 +0000 UTC,one month ago,io1pvfjp047z5pqncn6t3mckg8m9f3jnaqkuzygyr,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
,"8c62c01d36c9db3b0fd5e1f0ccfd00911be463c623526a101ff6623a36078cbc
",14185325,2021-11-09 22:52:55 +0000 UTC,one month ago,io1l0j6y5te92e947a5yvdzce3zgh99sufhlmyvul,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.26816
,"e46d6dab083ad2b357bac9e4aa5032877a9d2092a98555b29c2f30fc49b1df58
",14183838,2021-11-09 20:49:00 +0000 UTC,one month ago,io1lkl4tyr5405ywkh3ntm3l756p334utce9wyhck,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.042213
,"9c27a274754cc7c2ba1e18d0e5a98c7fc0065e00dd9f8f48231525313702baaa
",14162016,2021-11-08 14:20:20 +0000 UTC,one month ago,io1h84k03egkkkzxkzzz88fgpg5c8y3l43dmsla0a,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
,"d8ce0459ac4f47cb9a7330e0103dfda35c765847070db4f86390ba41e763308e
",14110482,2021-11-05 14:18:20 +0000 UTC,2 months ago,io1h84k03egkkkzxkzzz88fgpg5c8y3l43dmsla0a,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
,"733d6fa578be8e4e372aca77204c034573f00cc0c1480fb4cba2a4e1ccf3fb06
",14110469,2021-11-05 14:17:15 +0000 UTC,2 months ago,io1h84k03egkkkzxkzzz88fgpg5c8y3l43dmsla0a,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.227434
,"0b90167adfe83add09a1bd8208a825af9b650948de36ab273a0ed781f5c24f73
",14058105,2021-11-02 13:30:10 +0000 UTC,2 months ago,io1p2leascsqxdjaq8s9yn3cvvrh9m365wnl8r8yr,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
,"186bdf13d330bcd9c4768877f6af902b14a8d4045e5859470de865a093d4f3fd
",14058092,2021-11-02 13:29:05 +0000 UTC,2 months ago,io1p2leascsqxdjaq8s9yn3cvvrh9m365wnl8r8yr,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
,"7d7a25fa5404c639d27fcac80d04306ce67227f510172147c2b1ed2d7aeaab88
",14025513,2021-10-31 16:12:40 +0000 UTC,2 months ago,io1me8p3ezvnsd2wakg9pftnvq90mczxgfayyj4yh,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.052757
