0,1,2,3,4,5,6,7,8,9
,"1815a10a09b7a07cc3616f34f227fcc303bb4c7e5c36997f370af8da7187c1d2
",12381348,2021-07-28 08:00:10 +0000 UTC,5 months ago,io1q26064uer9c8xy55kllygp4t5pkj4prmdn9xd8,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.023013
,"e710290a1519e352bc796183c3405b5d407d8a5571aa998abe22692d2caf4aa8
",12381346,2021-07-28 08:00:00 +0000 UTC,5 months ago,io1q26064uer9c8xy55kllygp4t5pkj4prmdn9xd8,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.042213
,"9b7c9a7c5a9783222c6cfb574e7808b873750983021fae5619f57d6774023860
",12381344,2021-07-28 07:59:50 +0000 UTC,5 months ago,io1q26064uer9c8xy55kllygp4t5pkj4prmdn9xd8,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.038954
,"394faa5aee071e66f552fa53ccb2f519d6a906af3cc0451d94002f127704c27b
",12364309,2021-07-27 07:57:40 +0000 UTC,5 months ago,io1h6y005hzm2w8gwr2el49zg6xpnmjk85672e3g7,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.257434
,"a3ea7b94ee6d0501d6e96f9eca1b580475eabc2d2480fd4482065a0b18f1b4c7
",12295761,2021-07-23 06:39:15 +0000 UTC,5 months ago,io1h6y005hzm2w8gwr2el49zg6xpnmjk85672e3g7,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,52.75428 IOTX,0.147204
,"63acd5161ccf2fc415754788b218b658317c693292f36b2f437ec981763ea1f9
",12292649,2021-07-23 02:17:25 +0000 UTC,5 months ago,io1h6y005hzm2w8gwr2el49zg6xpnmjk85672e3g7,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.199676
,"6c41241abf1eb092b7880c3c30fa26ea84faeb998736b2cc595783ceaedd7b79
",12292572,2021-07-23 02:11:00 +0000 UTC,5 months ago,io1cwz8p5er5aa8p2sdej4e055evhxx0kywc4ymhy,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.257434
,"62d574e5de1b708f3c080959d39d3f3bf2927846fadbdc5ac25e145c2f4a5ef0
",12234976,2021-07-19 17:52:25 +0000 UTC,5 months ago,io1cwz8p5er5aa8p2sdej4e055evhxx0kywc4ymhy,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.225634
,"56c0d0af8d219e653de9e8355887a3cf94983659862c46c9a8a1cc0743e24274
",12234958,2021-07-19 17:50:55 +0000 UTC,5 months ago,io1cwz8p5er5aa8p2sdej4e055evhxx0kywc4ymhy,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.051942
,"c1f7d57ade0d66a00ad510c0d079d04ebb2213b4e54efb75c7617e22e1b44f44
",12234946,2021-07-19 17:49:55 +0000 UTC,5 months ago,io1h6y005hzm2w8gwr2el49zg6xpnmjk85672e3g7,, io1gc27duq6mnwfmgf5mr9qurlhgjfckte5zjs7kx,0 IOTX,0.225634
